Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
The Orange Box,X360,2007.0,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96.0,54.0,8.9,797.0,Valve Software,M
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006.0,Action,Atari,0.03,0.02,0.0,0.01,0.05,69.0,39.0,7.2,31.0,Double Helix Games,M
Sonic Free Riders,X360,2010.0,Racing,Sega,0.74,0.25,0.0,0.09,1.09,47.0,52.0,2.1,98.0,Sega,E
Gun Showdown,PSP,2006.0,Action,Activision,0.05,0.0,0.0,0.01,0.06,73.0,41.0,7.6,9.0,"Rebellion, Neversoft Entertainment",M
Hot Wheels: Stunt Track Challenge,PS2,2004.0,Racing,THQ,0.29,0.23,0.0,0.08,0.59,62.0,8.0,8.1,8.0,Climax Group,E
GRID 2,PS3,2013.0,Racing,Codemasters,0.07,0.22,0.01,0.08,0.37,82.0,20.0,6.6,173.0,Codemasters,E
"Warhammer 40,000: Dawn of War II",PC,2009.0,Strategy,THQ,0.0,0.45,0.0,0.02,0.47,85.0,67.0,8.1,1502.0,Relic,M
Cy Girls,PS2,2004.0,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,53.0,28.0,8.8,4.0,KCEJ,M
Ruff Trigger: The Vanocore Conspiracy,PS2,2006.0,Platform,Natsume,0.01,0.01,0.0,0.0,0.02,57.0,8.0,7,7.0,Playstos Entertainment,E10+
Super Mario Sunshine,GC,2002.0,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,92.0,61.0,8.6,439.0,Nintendo,E
Need for Speed: The Run,PC,2011.0,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,69.0,18.0,5.8,338.0,Black Box,T
FIFA Soccer 13,3DS,2012.0,Action,Electronic Arts,0.06,0.2,0.0,0.03,0.29,68.0,4.0,3.7,16.0,Electronic Arts,E
Samurai Shodown Sen,X360,2009.0,Fighting,Rising Star Games,0.07,0.01,0.0,0.01,0.08,46.0,33.0,5.2,12.0,K2 LLC,M
NBA Live 08,PS2,2007.0,Sports,Electronic Arts,0.59,0.02,0.01,0.1,0.72,68.0,10.0,6.6,9.0,EA Canada,E
Sonic Heroes,XB,2003.0,Platform,Sega,0.41,0.43,0.01,0.05,0.9,73.0,28.0,7.6,34.0,Sonic Team,E
Silent Scope,GBA,2002.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,70.0,5.0,8,5.0,Now Production,T
Lord of Magna: Maiden Heaven,3DS,2014.0,Role-Playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06,68.0,16.0,7.8,36.0,Marvelous Inc.,T
Wario Land 4,GBA,2001.0,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26,88.0,17.0,8.9,42.0,Nintendo,E
Metal Saga,PS2,2005.0,Role-Playing,Success,0.01,0.01,0.0,0.0,0.03,62.0,26.0,7.3,9.0,Crea-Tech,T
The Sims 2: Open for Business,PC,2006.0,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52,78.0,29.0,8.6,35.0,Maxis,T
Tom Clancy's Ghost Recon 2,GC,2005.0,Shooter,Ubisoft,0.06,0.01,0.0,0.0,0.07,54.0,10.0,1.4,11.0,Ubisoft Shanghai,T
NFL GameDay 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.23,0.15,0.0,0.03,0.4,62.0,10.0,8.8,4.0,989 Sports,E
NCAA Final Four 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,52.0,14.0,6.5,8.0,989 Sports,E
NHL 09,PC,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,62.0,6.0,4.1,30.0,EA Canada,E10+
Far Cry 2,PC,2008.0,Action,Ubisoft,0.01,0.45,0.0,0.03,0.48,85.0,34.0,5.8,1345.0,Ubisoft Montreal,M
Risen 2: Dark Waters,PS3,2012.0,Role-Playing,Deep Silver,0.04,0.13,0.01,0.04,0.22,47.0,13.0,5.2,37.0,Piranha Bytes,M
"Warhammer 40,000: Fire Warrior",PS2,2003.0,Shooter,THQ,0.08,0.06,0.0,0.02,0.15,64.0,23.0,8.3,63.0,Kuju Entertainment,M
Killer is Dead,X360,2013.0,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,64.0,38.0,7.2,144.0,Grasshopper Manufacture,M
Hatsune Miku: Project Diva f,PS3,2013.0,Misc,Sega,0.08,0.0,0.19,0.02,0.28,73.0,10.0,8.4,108.0,Sega,T
FIFA Soccer 13,WiiU,2012.0,Action,Electronic Arts,0.17,0.27,0.0,0.04,0.47,69.0,28.0,6.2,49.0,Electronic Arts,E
Jade Empire,XB,2005.0,Role-Playing,Microsoft Game Studios,0.48,0.19,0.0,0.03,0.7,89.0,84.0,8.6,113.0,BioWare,M
Call of Duty 3,Wii,,Shooter,Activision,1.17,0.84,0.0,0.23,2.24,69.0,42.0,6.7,61.0,Exakt,T
Dirge of Cerberus: Final Fantasy VII,PS2,2006.0,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48,57.0,51.0,6.9,103.0,Square Enix,T
Dreamcast Collection,X360,2011.0,Misc,Sega,0.16,0.06,0.0,0.02,0.24,53.0,31.0,5.2,10.0,Sega,T
TMNT,DS,2007.0,Action,Ubisoft,0.03,0.01,0.0,0.0,0.04,42.0,10.0,2.2,5.0,Ubisoft Quebec,E10+
Fracture,PS3,2008.0,Shooter,LucasArts,0.11,0.04,0.0,0.02,0.16,62.0,40.0,5.8,18.0,Day 1 Studios,T
NBA Live 2004,PS2,2003.0,Sports,Electronic Arts,1.57,0.18,0.0,0.27,2.03,86.0,19.0,7.7,41.0,EA Sports,E
Guitar Hero 5,PS3,2009.0,Misc,Activision,0.53,0.39,0.0,0.17,1.09,86.0,54.0,5.7,87.0,Neversoft Entertainment,T
Phoenix Wright: Ace Attorney,DS,2005.0,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,81.0,53.0,9.2,203.0,Capcom,T
GripShift,PSP,2005.0,Racing,Ubisoft,0.08,0.0,0.0,0.01,0.09,70.0,37.0,8.7,22.0,Sidhe Interactive,E
Titanfall,XOne,2014.0,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,86.0,68.0,6.4,2658.0,Respawn Entertainment,M
3D Dot Game Heroes,PS3,2009.0,Role-Playing,SouthPeak Games,0.36,0.11,0.03,0.07,0.57,77.0,66.0,8,96.0,Silicon Studio,E10+
Sesame Street: Once Upon A Monster,X360,2011.0,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,0.04,0.52,79.0,26.0,6.9,22.0,Double Fine Productions,E
MotoGP,PSP,2006.0,Racing,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,69.0,18.0,7.1,7.0,Namco Bandai Games,E
Grand Theft Auto III,PS2,2001.0,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1,97.0,56.0,8.5,664.0,DMA Design,M
Dynasty Warriors: Gundam 2,PS3,2008.0,Action,Namco Bandai Games,0.09,0.06,0.32,0.03,0.49,54.0,22.0,7,28.0,Omega Force,T
Sonic Lost World,WiiU,2013.0,Platform,Sega,0.23,0.12,0.01,0.03,0.39,63.0,64.0,7.3,461.0,Sonic Team,E10+
Monster Lab,Wii,2008.0,Role-Playing,Eidos Interactive,0.27,0.02,0.0,0.02,0.31,73.0,11.0,8.4,14.0,Backbone Entertainment,E10+
Raiden IV,X360,2008.0,Shooter,Moss,0.1,0.0,0.01,0.01,0.12,63.0,4.0,7.8,10.0,Moss,E10+
Get Fit with Mel B,PS3,2010.0,Sports,Black Bean Games,0.15,0.16,0.0,0.07,0.38,73.0,4.0,5.8,4.0,Lightning Fish Games,E
NASCAR 2011: The Game,X360,2011.0,Racing,Activision,0.29,0.0,0.0,0.02,0.3,62.0,24.0,4.1,14.0,Eutechnyx,E
Naruto: Uzumaki Chronicles 2,PS2,2006.0,Action,Namco Bandai Games,0.28,0.22,0.0,0.07,0.58,52.0,22.0,6.9,17.0,Cavia Inc.,T
Guitar Hero 5,X360,2009.0,Misc,Activision,0.65,0.37,0.0,0.11,1.13,85.0,69.0,6.8,108.0,Neversoft Entertainment,T
Harvest Moon: Magical Melody,Wii,2008.0,Simulation,Rising Star Games,0.23,0.03,0.0,0.02,0.29,69.0,14.0,8.8,17.0,Marvelous Entertainment,E
Heroes over Europe,X360,2009.0,Simulation,Ubisoft,0.1,0.02,0.0,0.01,0.14,62.0,39.0,8.1,9.0,Transmission Games,T
Suikoden V,PS2,2006.0,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,76.0,43.0,7.6,109.0,Konami,T
Madden NFL 17,XOne,2016.0,Sports,Electronic Arts,1.08,0.02,0.0,0.13,1.23,83.0,30.0,5.9,39.0,EA Sports,E
Silent Hill: Homecoming,X360,,Action,Konami Digital Entertainment,0.25,0.15,0.0,0.04,0.45,70.0,54.0,6.9,180.0,Double Helix Games,M
The Sims 2: University,PC,2005.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06,81.0,31.0,7.8,49.0,Maxis,T
Disgaea DS,DS,2008.0,Role-Playing,Square Enix,0.11,0.01,0.05,0.01,0.18,82.0,32.0,7.5,35.0,Nippon Ichi Software,T
WWE SmackDown vs Raw 2008,X360,2007.0,Fighting,THQ,0.92,0.38,0.0,0.13,1.43,71.0,41.0,6.8,48.0,Yuke's,T
Dragon Ball Z: Taiketsu,GBA,2003.0,Fighting,Atari,0.77,0.29,0.0,0.02,1.08,40.0,23.0,6.1,22.0,Webfoot Technologies,T
Split/Second,PSP,2010.0,Racing,Disney Interactive Studios,0.08,0.02,0.0,0.02,0.11,63.0,16.0,6.7,15.0,Black Rock Studio,E10+
Shadow Man: 2econd Coming,PS2,2002.0,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16,68.0,24.0,7.6,8.0,Acclaim,M
Marvel: Ultimate Alliance,PS2,2006.0,Role-Playing,Activision,0.69,0.03,0.0,0.11,0.82,81.0,29.0,8.2,33.0,Raven Software,T
Blitz: The League II,PS3,2008.0,Sports,Midway Games,0.11,0.02,0.0,0.02,0.15,62.0,25.0,7.5,15.0,,
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003.0,Action,Eidos Interactive,0.61,0.48,0.0,0.16,1.25,52.0,37.0,6.2,106.0,Core Design Ltd.,T
The Adventures of Tintin: The Game,X360,2011.0,Action,Ubisoft,0.07,0.13,0.0,0.03,0.24,63.0,35.0,6.1,12.0,Ubisoft Montpellier,E10+
Jurassic Park: Operation Genesis,PS2,2003.0,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,75.0,13.0,8.9,21.0,Blue Tongue Entertainment,T
The Chronicles of Riddick: Escape from Butcher Bay,XB,,Shooter,Vivendi Games,0.32,0.11,0.0,0.02,0.45,89.0,84.0,8.9,85.0,Starbreeze,M
Def Jam: Fight for NY,XB,,Fighting,Electronic Arts,0.43,0.1,0.0,0.02,0.54,84.0,33.0,8.5,13.0,Aki Corp.,M
Ape Escape: On the Loose,PSP,2005.0,Platform,Sony Computer Entertainment,0.52,0.0,0.12,0.05,0.7,66.0,35.0,6.4,16.0,"SCEA, Sims",E
Wipeout: In The Zone,X360,2011.0,Misc,Activision,0.87,0.0,0.0,0.06,0.93,39.0,5.0,5.6,8.0,Activision,E10+
Battleborn,PC,2016.0,Shooter,Take-Two Interactive,0.04,0.04,0.0,0.01,0.08,69.0,34.0,6.9,400.0,Gearbox Software,T
18 Wheeler: American Pro Trucker,PS2,2001.0,Racing,Acclaim Entertainment,0.2,0.15,0.0,0.05,0.4,61.0,11.0,5.7,18.0,Acclaim Studios Cheltenham,E
Breath of Fire II,GBA,2001.0,Role-Playing,Ubisoft,0.14,0.05,0.0,0.0,0.19,81.0,16.0,8.8,16.0,Capcom,E
Saints Row IV,PC,2013.0,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,86.0,45.0,7.4,1543.0,Volition Inc.,M
LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,84.0,32.0,9,41.0,Traveller's Tales,E10+
Stuntman: Ignition,PS2,2007.0,Racing,THQ,0.13,0.1,0.0,0.03,0.27,71.0,8.0,6.4,8.0,Paradigm Entertainment,T
Portal Runner,PS2,2001.0,Platform,3DO,0.06,0.05,0.0,0.02,0.13,53.0,18.0,6.7,6.0,3DO,E
God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,709.0,SCE Santa Monica,M
Assetto Corsa,XOne,2016.0,Racing,505 Games,0.0,0.01,0.0,0.0,0.02,63.0,9.0,6.7,27.0,Kunos Simulazioni,E
Rise of Nations,PC,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,89.0,30.0,9,274.0,Big Huge Games,T
Playboy: The Mansion,XB,2005.0,Simulation,Ubisoft,0.07,0.02,0.0,0.0,0.09,61.0,43.0,4.1,9.0,Cyberlore Studios,M
The Sims 3: World Adventures,PC,2009.0,Simulation,Electronic Arts,0.02,0.18,0.0,0.38,0.57,81.0,31.0,8,72.0,The Sims Studio,T
Batman Begins,XB,2005.0,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,65.0,56.0,7.1,21.0,Eurocom Entertainment Software,T
Worldwide Soccer Manager 2008,PC,2007.0,Sports,Russel,0.0,1.12,0.0,0.0,1.12,86.0,15.0,8,19.0,Sports Interactive,E
Cars,PSP,2006.0,Racing,THQ,0.72,0.28,0.0,0.2,1.2,70.0,17.0,7,4.0,Locomotive Games,E
Test Drive Unlimited 2,X360,,Racing,Atari,0.3,0.31,0.0,0.07,0.68,68.0,61.0,6.4,87.0,Eden,T
F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,70.0,15.0,7.7,15.0,Electronic Arts,E
Fisherman's Challenge,PS2,2003.0,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,67.0,7.0,7.5,4.0,Konami,E
DJ Hero,Wii,2009.0,Misc,Activision,0.45,0.23,0.0,0.07,0.76,87.0,22.0,7.6,19.0,Exient Entertainment,T
Samurai Warriors 4,PS4,2014.0,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,76.0,31.0,8.1,74.0,Omega Force,T
Need for Speed Carbon,PS3,2006.0,Racing,Electronic Arts,0.49,0.5,0.03,0.2,1.23,75.0,31.0,7.3,42.0,EA Canada,E10+
Namco Museum Remix,Wii,2007.0,Misc,Atari,0.68,0.0,0.0,0.05,0.74,49.0,18.0,6.3,4.0,TOSE,E
Super Puzzle Fighter II,GBA,,Puzzle,Capcom,0.06,0.02,0.0,0.0,0.09,83.0,22.0,9.5,4.0,Atomic Planet Entertainment,E
Wolfenstein: The New Order,PC,2014.0,Shooter,Bethesda Softworks,0.13,0.29,0.0,0.03,0.45,81.0,23.0,8.2,1647.0,MachineGames,M
Curious George,PS2,2006.0,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,53.0,13.0,7.7,6.0,Monkey Bar Games,E
Aliens versus Predator: Extinction,XB,2003.0,Strategy,Electronic Arts,0.06,0.02,0.0,0.0,0.08,64.0,19.0,7.7,21.0,Zono Inc.,T
Hunted: The Demon's Forge,X360,2011.0,Action,Bethesda Softworks,0.13,0.06,0.0,0.02,0.22,61.0,59.0,6,116.0,InXile Entertainment,M
Dynasty Warriors: Gundam 3,PS3,2010.0,Action,Tecmo Koei,0.11,0.04,0.36,0.02,0.54,58.0,18.0,7.5,20.0,"Omega Force, Koei Tecmo Games",T
Top Gear Rally,GBA,2003.0,Racing,Kemco,0.06,0.02,0.0,0.0,0.09,78.0,12.0,7.6,5.0,Tantalus Interactive,E
Omerta: City of Gangsters,X360,2011.0,Simulation,Konami Digital Entertainment,0.42,0.22,0.0,0.06,0.7,43.0,18.0,3.3,25.0,Kalypso,T
The Legend of Zelda: Twilight Princess,GC,2006.0,Action,Nintendo,1.15,0.36,0.04,0.04,1.59,96.0,16.0,9.2,568.0,Nintendo,T
Dead Rising 2: Off the Record,X360,2011.0,Action,Capcom,0.17,0.08,0.0,0.02,0.27,72.0,48.0,7.5,60.0,Capcom Vancouver,M
Top Gun: Combat Zones,PS2,2001.0,Simulation,Titus,0.45,0.35,0.0,0.12,0.92,63.0,17.0,3.3,9.0,Titus Software,E
Disgaea 5: Alliance of Vengeance,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04,0.29,80.0,43.0,8.1,173.0,Nippon Ichi Software,T
EyeToy: AntiGrav,PS2,2004.0,Sports,Sony Computer Entertainment,0.36,0.01,0.0,0.06,0.43,71.0,38.0,7.8,5.0,Harmonix Music Systems,E
F1 2012,PS3,2012.0,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,81.0,23.0,7.5,54.0,Codemasters,E
UFC 2009 Undisputed,X360,2009.0,Fighting,THQ,1.48,0.39,0.0,0.19,2.06,83.0,68.0,7.9,51.0,Yuke's,T
BloodRayne,XB,2002.0,Shooter,Universal Interactive,0.16,0.05,0.0,0.01,0.21,76.0,20.0,7.5,6.0,Terminal Reality,M
Naruto: Clash of Ninja Revolution,Wii,2007.0,Fighting,Tomy Corporation,0.44,0.46,0.0,0.11,1.01,74.0,23.0,8,27.0,8ing/Raizing,T
Defiance,X360,2013.0,Shooter,Trion Worlds,0.38,0.14,0.0,0.05,0.57,60.0,27.0,7.2,249.0,Trion Worlds,M
GT Pro Series,Wii,2006.0,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52,41.0,15.0,4,21.0,MTO,E
Sly 3: Honor Among Thieves,PS2,2005.0,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83,83.0,59.0,8.8,130.0,Sucker Punch,E10+
Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,51.0,12.0,3.3,126.0,Ubisoft,M
FIFA Soccer 09,PC,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,77.0,15.0,6.8,36.0,EA Canada,E
Resident Evil 6,PC,2012.0,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,69.0,18.0,5.9,868.0,"Capcom, QLOC",M
Supremacy MMA,X360,2011.0,Fighting,505 Games,0.05,0.02,0.0,0.01,0.08,49.0,17.0,6.2,11.0,Kung Fu Factory,M
Pac-Man World 3,PSP,2005.0,Platform,Namco Bandai Games,0.07,0.0,0.0,0.01,0.07,61.0,9.0,6,4.0,Blitz Games,E
Final Fantasy: The 4 Heroes of Light,DS,2009.0,Role-Playing,Square Enix,0.22,0.1,0.23,0.03,0.58,71.0,49.0,7.1,38.0,Matrix Software,E10+
Magic Pengel: The Quest for Color,PS2,2002.0,Role-Playing,Taito,0.04,0.03,0.0,0.01,0.07,74.0,24.0,7.5,12.0,Taito Corporation,E
Madden NFL 07,PSP,,Sports,Unknown,0.77,0.03,0.0,0.04,0.83,78.0,18.0,6.6,16.0,EA Tiburon,E
American Chopper,XB,2004.0,Racing,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,44.0,6.0,5.9,9.0,Creat Studios,T
X-Men: The Official Game,GBA,2006.0,Action,Activision,0.05,0.02,0.0,0.0,0.07,55.0,9.0,9.3,6.0,WayForward,E10+
Song of the Deep,XOne,2016.0,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06,66.0,12.0,6.9,20.0,Insomniac Games,E
Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,Hudson Soft,0.06,0.03,0.0,0.01,0.1,65.0,12.0,7,5.0,Hudson Soft,E10+
Call of Duty: Roads to Victory,PSP,2007.0,Shooter,Activision,0.52,1.02,0.0,0.59,2.13,64.0,45.0,7.5,30.0,Amaze Entertainment,T
Monopoly,Wii,2008.0,Misc,Electronic Arts,0.86,0.83,0.0,0.2,1.89,70.0,11.0,7.8,17.0,Electronic Arts,E
DiRT Showdown,X360,2012.0,Racing,Codemasters,0.08,0.13,0.0,0.02,0.23,75.0,53.0,6.4,53.0,Codemasters,E10+
LifeSigns: Surgical Unit,DS,2005.0,Simulation,JoWood Productions,0.01,0.01,0.0,0.0,0.01,61.0,17.0,7.8,5.0,Spike,T
Worms: Open Warfare 2,DS,2007.0,Strategy,THQ,0.07,0.24,0.0,0.04,0.35,81.0,25.0,9.1,22.0,"Team 17, Two Tribes",E10+
Harry Potter and the Order of the Phoenix,X360,2007.0,Action,Electronic Arts,0.24,0.03,0.0,0.02,0.29,68.0,38.0,6.8,20.0,EA Games,E10+
Madden NFL 25,X360,2013.0,Sports,Electronic Arts,1.98,0.06,0.0,0.19,2.23,80.0,32.0,5.6,136.0,EA Sports,E
Mega Man Maverick Hunter X,PSP,2005.0,Platform,Capcom,0.27,0.01,0.0,0.03,0.31,79.0,34.0,8.3,44.0,Capcom,E10+
Jikandia: The Timeless Land,PSP,2010.0,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03,60.0,5.0,7.2,5.0,Opus Studio,T
Far Cry 3,X360,2012.0,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3.0,91.0,39.0,8.6,1247.0,Ubisoft Montreal,M
LEGO Legends of Chima: Laval's Journey,3DS,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03,0.31,65.0,5.0,3.6,7.0,TT Games,E10+
World Series Baseball 2K3,XB,2003.0,Sports,Sega,0.11,0.03,0.0,0.01,0.15,89.0,22.0,8.6,14.0,Blue Shift,E
NHL 2003,XB,2002.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.21,80.0,12.0,7.9,12.0,EA Sports,E
Mario Party: Star Rush,3DS,2016.0,Misc,Nintendo,0.08,0.13,0.08,0.02,0.3,68.0,37.0,6.8,16.0,"Nintendo, Nd Cube",E
Rocket League,XOne,2016.0,Sports,505 Games,0.05,0.17,0.0,0.02,0.24,87.0,22.0,8.3,194.0,Psyonix,E
World of Warcraft: Legion,PC,2016.0,Role-Playing,Activision,0.13,0.16,0.0,0.03,0.32,88.0,62.0,7.5,535.0,Blizzard Entertainment,T
Hospital Tycoon,PC,2007.0,Strategy,Codemasters,0.0,0.01,0.0,0.0,0.01,51.0,8.0,3.8,29.0,Big Red Software,E10+
Epic Mickey,Wii,2010.0,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22,3.0,73.0,78.0,7,131.0,Junction Point,E
Battlefield 1,PC,2016.0,Shooter,Electronic Arts,0.11,0.24,0.0,0.03,0.38,88.0,54.0,7.6,1137.0,EA DICE,M
Grand Theft Auto: San Andreas,XB,2005.0,Action,Take-Two Interactive,1.26,0.61,0.0,0.09,1.95,93.0,58.0,8.6,118.0,Rockstar North,AO
Sid Meier's Civilization VI,PC,2016.0,Strategy,Take-Two Interactive,0.09,0.13,0.0,0.02,0.25,88.0,81.0,7.3,684.0,Firaxis Games,E10+
TRINITY: Souls of Zill O'll,PS3,2010.0,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,55.0,34.0,6.2,33.0,Omega Force,T
Battlefield: Hardline,XOne,2015.0,Shooter,Electronic Arts,0.72,0.37,0.01,0.11,1.21,71.0,27.0,5.1,299.0,Visceral Games,M
X2: Wolverine's Revenge,XB,2003.0,Platform,Activision,0.15,0.04,0.0,0.01,0.21,58.0,27.0,6.4,9.0,GenePool,T
Ping Pals,DS,2004.0,Misc,THQ,0.1,0.0,0.0,0.01,0.11,28.0,17.0,3.9,26.0,WayForward,E
Fight Night Round 4,PS3,2009.0,Fighting,Electronic Arts,0.92,0.4,0.0,0.2,1.52,88.0,46.0,7.6,95.0,EA Canada,T
Tom Clancy's Splinter Cell: Double Agent,X360,2006.0,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85.0,59.0,8.1,148.0,Ubisoft Shanghai,M
Lost in Shadow,Wii,2010.0,Platform,Konami Digital Entertainment,0.09,0.0,0.01,0.01,0.12,68.0,38.0,8.7,18.0,Hudson Soft,E10+
No Man's Sky,PS4,2016.0,Action,Hello Games,0.63,0.76,0.03,0.27,1.7,71.0,94.0,4.5,5096.0,Hello Games,T
Zoo Tycoon DS,DS,2005.0,Strategy,THQ,0.86,0.03,0.01,0.08,0.98,44.0,19.0,6.6,25.0,Altron,E
MTV Music Generator 3: This Is the Remix,PS2,2004.0,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14,79.0,28.0,8.6,8.0,Mix Max,T
Botanicula,PC,2012.0,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03,82.0,38.0,8.3,341.0,Amanita Design,
SingStar Dance,PS3,2010.0,Misc,Sony Computer Entertainment,0.09,0.31,0.0,0.11,0.52,65.0,21.0,3.9,8.0,SCEE London Studio,T
The Elder Scrolls V: Skyrim,PS3,2011.0,Role-Playing,Bethesda Softworks,2.55,2.6,0.25,1.0,6.41,92.0,16.0,6.4,2527.0,Bethesda Game Studios,M
Baldur's Gate: Dark Alliance,PS2,2001.0,Role-Playing,Virgin Interactive,0.61,0.48,0.0,0.16,1.24,87.0,29.0,8.3,90.0,Snowblind Studios,T
Crash Tag Team Racing,PS2,2005.0,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54,66.0,21.0,7,49.0,Radical Entertainment,E10+
Legend of the Guardians: The Owls of Ga'Hoole,X360,2010.0,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.07,60.0,13.0,8,5.0,Krome Studios,E10+
Samurai Warriors 3,Wii,2009.0,Action,Nintendo,0.09,0.02,0.32,0.01,0.44,55.0,26.0,7.2,22.0,Omega Force,T
TMNT,Wii,2007.0,Action,Ubisoft,0.3,0.03,0.0,0.03,0.36,60.0,17.0,5.9,11.0,Ubisoft Montreal,E10+
Devil May Cry 4,X360,2008.0,Action,Capcom,0.79,0.34,0.08,0.13,1.34,84.0,61.0,8,248.0,Capcom,M
The Sims 2,DS,2005.0,Simulation,Electronic Arts,0.81,0.05,0.0,0.07,0.93,70.0,13.0,6.1,24.0,Griptonite Games,E10+
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,71.0,17.0,6.3,39.0,5TH Cell,E10+
Sniper Elite V2,PS3,2012.0,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,70.0,21.0,6.9,92.0,Rebellion,M
Battlefield 1,PS4,2016.0,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88.0,31.0,8.4,809.0,EA DICE,M
Saint Seiya: Sanctuary Battle,PS3,2011.0,Action,Namco Bandai Games,0.0,0.09,0.11,0.02,0.23,62.0,14.0,7.3,34.0,Dimps Corporation,
The New York Times Crosswords,DS,2007.0,Puzzle,Majesco Entertainment,0.42,0.0,0.0,0.03,0.45,79.0,15.0,6.7,6.0,BudCat,T
Ride to Hell,PS3,2013.0,Racing,Deep Silver,0.02,0.01,0.0,0.01,0.04,13.0,4.0,1,218.0,"Eutechnyx, Deep Silver",M
Mario Kart 8,WiiU,2014.0,Racing,Nintendo,3.15,2.15,1.28,0.51,7.09,88.0,82.0,9.1,1599.0,Nintendo,E
Just Dance 4,WiiU,2012.0,Misc,Ubisoft,0.21,0.13,0.0,0.03,0.37,66.0,14.0,7.8,37.0,Ubisoft Paris,E10+
Syberia II,XB,2004.0,Adventure,Ubisoft,0.02,0.01,0.0,0.0,0.03,71.0,7.0,8.7,6.0,Microids,T
Inversion,X360,2012.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,53.0,51.0,6.5,72.0,Saber Interactive,M
