appid,title,price_usd,is_free,coming_soon,early_access,release_date,genres,categories,review_count,dlc_count,required_age,windows,mac,linux,supported_languages,achievements,developer,publisher,short_desc,review_polarization,success,owners_estimate
1207650,Suzerain,19.99,False,False,False,"Dec 4, 2020",Adventure;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,9266,5,0.0,True,True,False,1,220,Torpor Games,Torpor Games,"Assume the role of President Anton Rayne and guide the nation of Sordland. Amidst brewing international conflicts, need for reform, deep-seated corruption, and economic recession, you must make the decisions in this political drama. How will you lead?",0.1313262112873637,1,"500,000 .. 1,000,000"
527230,For The King,3.99,False,False,False,"Apr 19, 2018",Adventure;Indie;RPG;Strategy,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Adjustable Difficulty;Keyboard Only Option;Mouse Only Option;Save Anytime;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Remote Play Together;Family Sharing,41487,7,0.0,True,True,True,12,78,IronOak Games,Curve Games,For The King is a strategic RPG that blends tabletop and roguelike elements in a challenging adventure that spans the realms. Set off on a single player experience or play cooperatively both online and locally.,0.2365262244504434,1,"2,000,000 .. 5,000,000"
48240,Anno 2070™,19.99,False,False,False,"Nov 17, 2011",Strategy,Single-player;Multi-player;Steam Trading Cards,12366,10,0.0,True,False,False,8,0,Blue Byte,Ubisoft,"Build your society of the future, colonize islands, and create sprawling megacities with multitudes of buildings, vehicles, and resources to manage.",0.7920271690790006,0,"500,000 .. 1,000,000"
916730,Gato Roboto,7.99,False,False,False,"May 30, 2019",Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,4622,1,0.0,True,False,False,8,12,doinksoft,Devolver Digital,Pounce inside of your cozy armored mech and set off on a dangerous trek through an alien underworld full of irritable creatures and treacherous obstacles in a valiant effort to save your stranded captain and his crashed spaceship.,0.1101016655851179,1,"100,000 .. 200,000"
202200,Galactic Civilizations® II: Ultimate Edition,9.99,False,False,False,"Dec 2, 2011",Indie;Strategy,Single-player;Adjustable Difficulty;Playable without Timed Input;Save Anytime;Stereo Sound;Family Sharing,1650,0,0.0,True,False,False,1,0,Stardock Entertainment,Stardock Entertainment,"Get the complete GalCiv II saga including Galactic Civilizations II: Dread Lords, the expansion pack Dark Avatar, and the newest expansion pack Twilight of the Arnor!",0.4621441550575409,1,"500,000 .. 1,000,000"
940680,The Textorcist: The Story of Ray Bibbia,14.99,False,False,False,"Feb 14, 2019",Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Family Sharing,1511,3,0.0,True,True,False,2,40,Morbidware,Headup,Dodge bullets while typing exorcisms at the very same time: Get ready for an electrifying mix between bullet hell and typing game! Turn on both sides of your brain and jump into the adventure of private exorcist Ray Bibbia!,0.3670634920634921,0,"200,000 .. 500,000"
228400,Ace Combat Assault Horizon - Enhanced Edition,0.0,False,False,False,"Jan 25, 2013",Action;Simulation,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,5206,0,0.0,True,False,False,8,50,NAMCO,BANDAI NAMCO Entertainment,Never before has combat been so fast in-your-face.,0.840983291722681,0,"200,000 .. 500,000"
235380,Blitzkrieg 3,9.99,False,False,False,"Jun 2, 2017",Strategy,Single-player;Steam Achievements;Steam Trading Cards;Family Sharing,7260,1,0.0,True,False,False,11,75,Nival,Nival,Blitzkrieg 3 is a WW2 RTS made for true admirers of strategic mastery! Challenge your tactical skills in historical campaigns and defeat powerful Neural Network AI in competitive matches.,0.9137859798925768,0,"200,000 .. 500,000"
7210,"Runaway, A Road Adventure",0.74,False,False,False,"Mar 14, 2007",Adventure,Single-player;Family Sharing,715,0,0.0,True,False,False,2,0,Pendulo Studios,Focus Entertainment,"New York, 2000......Without knowing how or why, Brian, a student on the verge of graduating from college, is attacked by Mafia gangsters. During his desperate getaway, in the company of a mysterious striptease dancer, he ends up meeting a wide range of unusual characters.",0.4650837988826816,0,"100,000 .. 200,000"
264060,Full Bore,14.99,False,False,False,"May 6, 2014",Adventure;Casual;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,237,0,0.0,True,False,True,1,15,Whole Hog Games,Nkidu Games Inc.,"Deep underground lies a reminder of Boarkind’s darkest hours. All it takes is one little boar to dig it back up. A block puzzler with an exploratory twist, Full Bore throws the player into an open world of crumbling mines, arcane ruins, and technological wonders with only curiosity to lead the way.",0.2983193277310925,0,"20,000 .. 50,000"
644830,The Surge 2,2.99,False,False,False,"Sep 23, 2019",Action;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing,8528,7,0.0,True,False,False,13,57,Deck13,Focus Entertainment,"In a bid to survive, explore the sprawling, devastated Jericho City. Fight ferocious threats in brutal, unforgiving combat, slashing and tearing the limbs off your opponents to steal their equipment.",0.4702778754836441,0,"500,000 .. 1,000,000"
654880,Dream Daddy: A Dad Dating Simulator,14.99,False,False,False,"Jul 20, 2017",Casual;Indie;Simulation,Single-player;Captions available;Partial Controller Support;Family Sharing,6087,1,0.0,True,True,True,2,19,Game Grumps,Game Grumps,"Dream Daddy: A Dad Dating Simulator is a game where you play as a Dad and your goal is to meet and romance other hot Dads. Are you ready? Hi ready, I'm Dad.",0.1673784494086727,0,"1,000,000 .. 2,000,000"
204760,Deep Black: Reloaded,0.0,False,False,False,"Apr 17, 2012",Action,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Family Sharing,221,0,0.0,True,False,False,5,20,Biart,Strategy First,"Sci-fi TPS with detailed action-packed underwater gameplay, suggests using both environments for combats: land and underwater.",0.545045045045045,0,"20,000 .. 50,000"
285190,"Warhammer 40,000: Dawn of War III",39.99,False,False,False,"Apr 27, 2017",Action;Simulation;Strategy,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor;Family Sharing,22517,0,0.0,True,True,True,13,84,Relic Entertainment,Relic Entertainment,Step into a brutal battle between three warring factions In Dawn of War III you will have no choice but to face your foes when a catastrophic weapon is found on the mysterious world of Acheron.,0.9662936317612576,0,"1,000,000 .. 2,000,000"
21090,F.E.A.R.,9.99,False,False,False,"May 21, 2010",Action,Single-player;Family Sharing,16936,0,17.0,True,False,False,1,0,"Monolith Productions, Inc.",Warner Bros. Games,Experience the original F.E.A.R. along with F.E.A.R. Extraction Point and F.E.A.R. Perseus Mandate.,0.1262915510420972,1,"1,000,000 .. 2,000,000"
45760,Ultra Street Fighter® IV,29.99,False,False,False,"Aug 7, 2014",Action,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Remote Play on TV;Remote Play Together;Family Sharing,15709,38,0.0,True,False,False,13,67,Capcom,Capcom,The world’s greatest fighting game evolves to a whole new level with Ultra Street Fighter IV.,0.1956078930617441,1,"500,000 .. 1,000,000"
204220,Snapshot,9.99,False,False,False,"Aug 30, 2012",Adventure;Casual;Indie,Single-player;Family Sharing,253,1,0.0,True,True,True,1,36,Retro Affect,Retro Affect,"Snapshot is the tale of a lone robot lost in an abandoned world. Armed with only his trusty camera, Pic sets forth on his great adventure. A camera might not seem like enough for a puzzle platforming adventure, but this camera is different from most: It has the ability to capture and remove from the world the very objects that it...",0.5393700787401574,0,"50,000 .. 100,000"
202070,Choplifter HD,0.0,False,False,False,"Jan 11, 2012",Action,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards;Family Sharing,286,0,0.0,True,False,False,5,12,inXile Entertainment,inXile Entertainment,"Bank, hover, touch-down &amp; sometimes even shake zombies from their chopper during lift-off in order to make your rescue &amp; complete your mission.",0.372822299651568,0,"50,000 .. 100,000"
286000,Tooth and Tail,19.99,False,False,False,"Sep 12, 2017",Action;Casual;Indie;Strategy,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Leaderboards;Includes level editor;Remote Play on TV;Remote Play Together;Family Sharing,4057,1,0.0,True,True,True,13,38,Pocketwatch Games,Pocketwatch Games,"Lead the revolution with an army of flamethrowing Boars, mustard gas-lobbing Skunks, and paratrooper-puking Owls. Tooth and Tail is a Real-Time-Strategy game featuring Single Player, Online Competitive Play, Split Screen, Replays, and more. Build a base, lead your army, eat your enemies!",0.4019221291276491,0,"200,000 .. 500,000"
608530,TARTARUS,19.99,False,False,False,"Nov 21, 2017",Action;Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Family Sharing,210,0,0.0,True,False,True,1,8,Abyss Gameworks,Abyss Gameworks,Can the cook save the ship?,0.933649289099526,0,"20,000 .. 50,000"
2442460,Citizen Sleeper 2: Starward Vector,24.99,False,False,False,"Jan 31, 2025",Adventure;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Adjustable Text Size;Camera Comfort;Color Alternatives;Custom Volume Controls;Adjustable Difficulty;Mouse Only Option;Playable without Timed Input;Steam Cloud;Family Sharing,1316,3,0.0,True,True,False,4,30,Jump Over The Age,Fellow Traveller,"A dice-driven RPG, in a human and heartfelt sci-fi world. You are an escaped android, with a malfunctioning body, a price on your head and no memory of your past. Get a ship, find a crew, and take on contracts while you navigate across the Starward Belt.",0.1176917236142748,1,"50,000 .. 100,000"
392110,ENDLESS™ Space 2,39.99,False,False,False,"May 18, 2017",Strategy,Single-player;Multi-player;PvP;Online PvP;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Remote Play on Tablet;Family Sharing,22190,21,0.0,True,True,False,10,115,AMPLITUDE Studios,AMPLITUDE Studios,"ENDLESS™ Space 2 is a Strategic Space Opera, featuring the compelling “just one more turn” gameplay, set in the mysterious ENDLESS™ Universe. As the leader of your civilization, will you impose your vision and build the greatest stellar empire?",0.330269027984318,1,"1,000,000 .. 2,000,000"
629090,Horace,14.99,False,False,False,"Jul 18, 2019",Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,665,1,0.0,True,False,False,5,58,Paul Helman,505 Games,"&quot;The best platformer of 2019.&quot;Horace is a huge platforming adventure which pushes the boundaries of the genre with a profound story of a small robot learning of life, the universe and Douglas Adams. Made by videogame lovers for videogame lovers!",0.3918918918918919,0,"50,000 .. 100,000"
2054970,Dragon's Dogma 2,69.99,False,False,False,"Mar 21, 2024",Action;RPG,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;HDR available;Family Sharing,106939,22,17.0,True,False,False,14,54,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Dragon’s Dogma 2 is a single player, narrative driven action-RPG that challenges the players to choose their own experience – from the appearance of their Arisen, their vocation, their party, how to approach different situations and more - in a truly immersive fantasy world.",0.7814755937909108,0,"2,000,000 .. 5,000,000"
628660,Lode Runner Legacy,11.99,False,False,False,"Jul 13, 2017",Action;Casual,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor;Remote Play Together;Family Sharing,165,0,0.0,True,False,False,8,35,"Tozai Games, Inc.","Tozai Games, Inc.","Lode Runner Legacy is the latest edition in the popular Lode Runner series. Players control “Runner” to recover stolen gold while avoiding enemies and minefields. Enjoy the ingenious balance of puzzle and action gameplay, an updated Voxel visual style and powerful game editors. Ver.2.0 Update is out now!",0.3795180722891565,0,"50,000 .. 100,000"
313080,The Masterplan,19.99,False,False,False,"Jun 4, 2015",Action;Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Family Sharing,524,1,0.0,True,True,True,2,14,Shark Punch,Shark Punch,"Tactical squad-based heist game set in 1970s. The 2D top-down view gives you a great overview of what's happening at any given moment, allowing you to be a real criminal mastermind. Can you pull off the greatest heist in the history of mankind?",0.7485714285714286,0,"50,000 .. 100,000"
33229,Tom Clancy's Splinter Cell Conviction™,0.0,False,False,False,"Apr 29, 2010",Action,Single-player;Multi-player,4436,0,17.0,True,False,False,5,0,Ubisoft Montreal,Ubisoft,"An investigation into his daughter’s death unwittingly leads former agent Sam Fisher to discover he’s been betrayed by his prior agency, the Third Echelon. Now a renegade, Fisher finds himself in a race against time to thwart a deadly terrorist plot that threatens millions.",0.5627676357899482,0,"500,000 .. 1,000,000"
67370,The Darkness II,29.99,False,False,False,"Feb 9, 2012",Action,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Family Sharing,19772,0,17.0,True,True,False,7,50,Digital Extremes,2K,"An intense first person shooter that delivers a twisted and gripping narrative of tragedy, modern crime drama, and supernatural horror.",0.1670459717796996,1,"2,000,000 .. 5,000,000"
287600,Sunset,19.99,False,False,False,"May 21, 2015",Adventure;Casual;Indie;Simulation,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Family Sharing,284,1,0.0,True,True,True,8,100,Tale of Tales,Tale of Tales,"It's 1972 and a military coup has rocked Anchuria. You, Angela Burnes, are trapped in the metropolitan capital of San Bavón. Your paradise has turned into a warzone. You take up a job as a housekeeper. Every week, an hour before sunset, you clean the swanky bachelor pad of the wealthy Gabriel Ortega.",0.6350877192982456,0,"0 .. 20,000"
285330,RollerCoaster Tycoon® 2: Triple Thrill Pack,2.49,False,False,False,"May 21, 2014",Simulation;Strategy,Single-player;Family Sharing,5445,0,0.0,True,False,False,5,0,Chris Sawyer Productions,Atari,"This compilation includes the entire RollerCoaster Tycoon 2 series, with the original game as well as the Time Twister and Wacky Worlds expansions.",0.2135512302607418,0,"500,000 .. 1,000,000"
772480,Super Inefficient Golf,4.99,False,False,False,"Mar 15, 2018",Casual;Indie;Sports,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards;Family Sharing,219,0,0.0,True,True,True,11,28,34BigThings srl,34BigThings srl,"Super Inefficient Golf builds on top of the most inefficient game ever conceived by making it even LESS efficient. Drop your silly golf stick and start using exploding mines to guide your ball! Place them, choose the right timing, and BOOM - Birdie!",0.4318181818181817,0,"20,000 .. 50,000"
928990,Undungeon,19.99,False,False,False,"Nov 18, 2021",Action;Adventure;Indie;RPG,Single-player;Steam Achievements;Full controller support;Family Sharing,368,2,0.0,True,False,False,2,24,Laughing Machines,tinyBuild,Undungeon is a gorgeous Action/RPG driven by intense real-time combat and an immensely rich science fiction story. Travel between dimensions and change the world around you in an attempt to reconstruct the shattered Multiverse.,0.7127371273712737,0,"20,000 .. 50,000"
570940,DARK SOULS™: REMASTERED,39.99,False,False,False,"May 23, 2018",Action,Single-player;Multi-player;Steam Achievements;Full controller support;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing,129299,0,17.0,True,False,False,12,41,QLOC,"FromSoftware, Inc.","Then, there was fire. Re-experience the critically acclaimed, genre-defining game that started it all. Beautifully remastered, return to Lordran in stunning high-definition detail running at 60fps.",0.1569605568445475,1,"2,000,000 .. 5,000,000"
95000,Super Splatters,0.0,False,False,False,"Jun 26, 2013",Action;Casual;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Family Sharing,171,0,0.0,True,True,True,1,23,SpikySnail,SpikySnail,"The incredibly challenging and addictive Super Splatters! With elastic suicidal blobs and extraordinary liquid physics that actually affect the way you play, Super Splatters delivers fresh gameplay, ripe with tons of tricks to explore.",0.5058139534883721,0,"50,000 .. 100,000"
329460,JumpJet Rex,3.49,False,False,False,"Apr 21, 2015",Action;Adventure;Indie;Racing,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards;Remote Play on TV;Remote Play Together;Family Sharing,502,1,0.0,True,True,True,6,51,TreeFortress Games,TreeFortress Games,"Test your dinosaur jump-jet skills with a game that redefines the platformer genre, aptly renaming it &quot;platflyer.&quot; Simply put, you're a t-rex with rocket boots trying to save earth from an incoming asteroid. Do you have what it takes to stop it?",0.2564612326043738,0,"0 .. 20,000"
11200,Shadowgrounds Survivor,9.99,False,False,False,"Nov 14, 2007",Action,Single-player;Multi-player;Shared/Split Screen;Steam Trading Cards;Includes level editor;Remote Play Together;Family Sharing,777,0,17.0,True,True,False,3,0,Frozenbyte,Frozenbyte,"Surviving is only half the game. The award-winning atmosphere and gameplay mechanics of the original Shadowgrounds make a triumphant return in this spin off/sequel armed with a slick new feature set! Shadowgrounds Survivor tells the story of the last remaining humans on Jupiter's moon Ganymede, where the alien onslaught is in full force.",0.7853470437017995,0,"200,000 .. 500,000"
253750,Ikaruga,9.99,False,False,False,"Feb 18, 2014",Action;Indie,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Remote Play on TV;Remote Play Together;Family Sharing,2223,0,0.0,True,False,False,2,25,TREASURE,TREASURE,Shoot! Dodge! and... Get Hit!? &quot;Ikaruga&quot; is a vertical shoot 'em up that features an unique polarity-switching gameplay. Switch the ship's polarity and &quot;get hit and absorb&quot; enemy bullets! Achieve High Score with the chain bonus!,0.1074640287769784,1,"100,000 .. 200,000"
794960,The Sojourn,24.99,False,False,False,"Sep 29, 2020",Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,204,2,0.0,True,False,False,8,16,Shifting Tides,Iceberg Interactive,"The Sojourn is a first-person puzzle game set in an immersive colour-drenched world of light and darkness. Think your way through dozens of puzzles as you traverse parallel worlds, awaken mysterious artifacts and overcome challenging obstacles on an unforgettable journey.",0.5609756097560976,0,"0 .. 20,000"
444090,Paladins®,0.0,True,False,False,"May 8, 2018",Action;Adventure;Massively Multiplayer;Strategy;Free To Play,Multi-player;PvP;Online PvP;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Remote Play on Phone;Remote Play on Tablet,346404,8,0.0,True,False,False,9,58,Evil Mojo Games,Hi-Rez Studios,"Paladins is the ultimate fantasy team-based shooter experience, with over 50 customizable Champions fighting in 5v5 action across a diverse Realm of modes and maps!",0.3004084814018273,1,"10,000,000 .. 20,000,000"
1011390,Field of Glory: Empires,19.99,False,False,False,"Jul 11, 2019",Strategy,Single-player;Multi-player;Steam Achievements;Steam Cloud;Family Sharing,838,1,0.0,True,False,False,4,20,Ageod,Slitherine Ltd.,"Field of Glory: Empires is a grand strategy game in which you will have to move in an intricate and living tapestry of nations and tribes, each one with their distinctive culture.",0.3516090584028605,0,"50,000 .. 100,000"
43500,M.U.D. TV,9.99,False,False,False,"Apr 19, 2010",Simulation;Strategy,Single-player;Family Sharing,184,0,0.0,True,False,False,2,0,Realmforge Studios,Kalypso Media Digital,Always wanted to see if you can hack the day-to-day life of a TV producer? Here's your chance! M.U.D. TV is your ticket to the weird wild world of television.,0.827027027027027,0,"20,000 .. 50,000"
719210,Supposedly Wonderful Future,9.99,False,False,False,"Apr 18, 2018",Adventure;Indie,Single-player;Steam Achievements;Steam Cloud;Family Sharing,17,0,0.0,True,True,True,2,8,KisekiDrillTeam,KisekiDrillTeam,"A science fiction story about screens, small rooms, and existential dread told through a series of RPG-style dialogues.",0.1666666666666666,0,"0 .. 20,000"
985890,Streets of Rage 4,24.99,False,False,False,"Apr 30, 2020",Action;Indie,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Remote Play Together;Family Sharing,17915,2,0.0,True,True,True,12,45,Dotemu,Dotemu,"Amongst the best beat’em up series ever created, jammin’ ‘90s beats and over the top street fighting, the iconic series Streets of Rage comes back with a masterful tribute to and revitalization of the classic action fans adore.",0.1449542308551016,1,"500,000 .. 1,000,000"
1726120,Cursed to Golf,19.99,False,False,False,"Aug 18, 2022",Action;Adventure;Indie;Sports,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,649,0,0.0,True,False,False,10,13,Chuhai Labs,Thunderful Publishing,"Cursed to Golf is a challenging golf-like adventure where every shot counts. Players are tasked with making it out of Golf Purgatory to become a Golfing Legend. With insane hazards, otherworldly power-ups and tons of replayability, will you make it back alive or will you forever be… Cursed to Golf!?",0.5184615384615385,0,"100,000 .. 200,000"
41800,Gratuitous Space Battles,14.99,False,False,False,"Nov 16, 2009",Indie;Simulation;Strategy,Single-player;Steam Trading Cards;Family Sharing,848,6,0.0,True,True,True,1,0,Positech Games,Positech Games,"The first ever auto-battler game, from way back in 2009Who needs backstory? Who needs resource-gathering? Diplomacy is so last year. Gratuitous Space Battles cuts right to the chase of sci-fi strategy games, and deals with large, completely unjustified space battles between huge opposing space fleets.",0.5618374558303887,0,"200,000 .. 500,000"
1446780,MONSTER HUNTER RISE,39.99,False,False,False,"Jan 12, 2022",Action,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;HDR available;Family Sharing,112672,252,0.0,True,False,False,14,100,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Rise to the challenge and join the hunt! In Monster Hunter Rise, the latest installment in the award-winning and top-selling Monster Hunter series, you’ll become a hunter, explore brand new maps and use a variety of weapons to take down fearsome monsters as part of an all-new storyline.",0.3569355568769803,1,"5,000,000 .. 10,000,000"
23400,Imperium Romanum Gold Edition,9.99,False,False,False,"Nov 25, 2008",Simulation;Strategy,Single-player;Family Sharing,456,0,0.0,True,False,False,3,0,Haemimont Games,Kalypso Media Digital,"The city builder strategy game Imperium Romanum is set in the time-honoured Roman Empire. As governor of a Roman province, you will devise a strategy to build a well organised, prosperous and commanding settlement. Its fortune very much lies in your own hands.",0.3041575492341356,0,"200,000 .. 500,000"
883360,Beyond Blue,19.99,False,False,False,"Jun 11, 2020",Adventure;Casual;Indie;Simulation,Single-player;Steam Achievements;Full controller support;Family Sharing,1371,0,0.0,True,False,False,13,30,E-Line Media,E-Line Media,Beyond Blue is a single-player narrative adventure that takes you deep into our planet’s beating blue heart. Explore the awesome wonder and unbounded mystery that exists within the world’s ocean.,0.2325072886297375,0,"200,000 .. 500,000"
39520,The Guild Gold Edition,9.99,False,False,False,"Sep 9, 2014",Simulation;Strategy,Single-player;Multi-player;Family Sharing,549,0,0.0,True,False,False,2,0,4HEAD Studios,THQ Nordic,"It’s the year 1400- the late Middle Ages. Europe sees the dawn of the golden age of the new departures and the free spirit. Under the rule of the bourgeoisie and businessmen, more and more towns are emerging from the clutches of the aristocracy and are achieving independence, power and wealth.",0.5181818181818182,0,"100,000 .. 200,000"
49470,Magic: The Gathering - Duels of the Planeswalkers 2012,0.0,False,False,False,"Jun 15, 2011",Strategy,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Family Sharing,990,0,0.0,True,False,False,5,26,Stainless Games Ltd,Wizards of the Coast LLC,Deck Pack 2 Now Available!,0.243188698284561,1,"200,000 .. 500,000"
1647920,Valfaris: Mecha Therion,19.99,False,False,False,"Nov 21, 2023",Action;Indie,Single-player;Steam Achievements;Full controller support;Family Sharing,358,1,0.0,True,False,False,13,44,Steel Mantis,Silver Lining Interactive,"Therion returns as the hunt for Lord Vroll continues. Pilot an advanced machine of death and destruction in this explosive 2.5D side-scrolling shoot ‘em up, and sequel to the critically acclaimed Valfaris. Strap in and unleash mecha hell!",0.1532033426183844,1,"0 .. 20,000"
3010,Xpand Rally,4.99,False,False,False,"Aug 24, 2006",Racing,Single-player;Multi-player;Family Sharing,564,0,0.0,True,False,False,1,0,Techland,Techland,"Please note as of October 2024, the online features for this game will no longer be supported.Xpand Rally is a breathtaking game that gives you the true to life experience of driving powerful rally cars amidst photorealistic sceneries. Realistic weather effects, rolling hills, and animated scenery all add to game's visual perfection.",0.327433628318584,1,"20,000 .. 50,000"
228760,TrackMania² Canyon,19.99,False,False,False,"Feb 27, 2013",Racing;Sports,Single-player;Multi-player;VR Support;Steam Workshop;Partial Controller Support;Includes level editor;Family Sharing,1832,0,0.0,True,False,False,21,0,Nadeo,Ubisoft,"TrackMania² Canyon will let you experience the fun and adrenaline of racing stunning cars on sensational tracks in a major enhanced sequel to Nadeo Studio’s online racing phenomenon TrackMania, already enjoyed by millions of players.",0.3780687397708674,0,"200,000 .. 500,000"
274940,Depth,19.99,False,False,False,"Nov 3, 2014",Action;Indie,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;In-App Purchases;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes level editor;Family Sharing,32665,21,17.0,True,False,False,13,40,Ammobox Studios,Ammobox Studios,"Play as a shark or a diver in a dark aquatic world and overcome your enemies by employing cunning, teamwork, and stealth. Depth blends tension and visceral action as you team up against AI or be matched with other players in heart pounding combat.",0.2427294434580297,0,"1,000,000 .. 2,000,000"
368370,Her Story,9.99,False,False,False,"Jun 24, 2015",Adventure;Casual;Indie;Simulation,Single-player;Steam Achievements;Steam Trading Cards;Family Sharing,9732,0,0.0,True,True,False,2,13,Sam Barlow,Sam Barlow,A woman is interviewed seven times by the police. Search the video database and explore hundreds of authentic clips to discover her story in this groundbreaking and award winning narrative game.,0.2084660433576493,1,"1,000,000 .. 2,000,000"
513320,ALICE VR,9.99,False,False,False,"Oct 27, 2016",Adventure;Indie,Single-player;Steam Achievements;Full controller support;Tracked Controller Support;VR Supported;Steam Trading Cards;Steam Cloud;Family Sharing,337,4,0.0,True,False,True,8,34,Carbon Studio,Klabater,"Alice VR is a single player story-driven exploration game with puzzles designed to be a unique VR experience. Set on a mysterious planet and inspired by Alice in Wonderland, it's a thrilling, immersive adventure with beautiful graphics and an atmospheric electronic soundtrack.",0.7603550295857988,0,"50,000 .. 100,000"
1184140,KartRider: Drift,0.0,False,False,False,"Jan 9, 2023",Racing,Multi-player;PvP;Online PvP;Cross-Platform Multiplayer;In-App Purchases;Partial Controller Support;Family Sharing,5370,0,0.0,True,False,False,9,0,NEXON Korea Corporation,Nexon America Inc.,"KartRider: Drift is the only online free-to-play, cross-platform kart racer with deep kart and character customization in stunning high-definition. Eight players can race online in up to teams of four and face off in item or drift focused races with karts and characters you personalize.",0.543846583504003,0,"1,000,000 .. 2,000,000"
284990,Solarix,19.99,False,False,False,"Apr 30, 2015",Action;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Family Sharing,453,0,0.0,True,False,False,2,20,Playstige Interactive,Playstige Interactive,"Solarix is a science-fiction stealth/horror game, set in world that overpowers you with unease, insecurity, and desperation, forcing you to confront your own role in the horrors to come.",0.7731277533039648,0,"100,000 .. 200,000"
849210,Raccoo Venture,14.99,False,False,False,"Dec 13, 2023",Action;Adventure,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,134,1,0.0,True,False,False,9,38,Diego Ras,QUByte Interactive,"A collectathon 3D platform game where you explore the world to find all hidden collectibles, solving secrets, puzzles and find new outfits to customize our cute hero. Special abilities will blow your mind controlling chaos and order. Recover the pieces to defeat the terrible Tattooed Tatus.",0.2148148148148148,0,"20,000 .. 50,000"
